NUM,AUTH,YR_PUB,YR_PRI,SQ_APLS,CA_GRANT,SQ_SCOPE,LN_FAMSIZE,CA_NPL
42826314,2,2010,2009,1,1,1,1,0
40074599,3,2010,2007,0,0,1,1,0
42783193,2,2010,2009,2,0,1,1,0
40567848,3,2010,2007,1,0,1,2,0
40626084,3,2010,2007,0,0,2,2,0
42222962,3,2011,2009,1,0,1,1,1
34559138,1,2011,2003,1,0,1,2,1
42980418,2,2010,2009,0,1,1,1,1
42553318,3,2010,2009,1,1,1,1,0
42981099,2,2010,2009,1,1,1,1,0
42732855,3,2010,2009,1,1,2,1,1
42934525,3,2010,2009,2,0,1,2,0
42231272,3,2011,2009,1,0,1,1,1
42222970,3,2011,2009,1,0,1,1,1
42222092,3,2011,2009,1,0,1,1,1
42222969,3,2011,2009,1,1,1,1,1
42230231,3,2011,2009,1,0,1,1,1
43857205,1,2011,2009,2,0,1,1,1
40289430,3,2010,2007,1,0,1,1,1
40667156,3,2010,2007,1,1,2,2,0
42992829,3,2010,2009,1,0,1,2,0
40600122,3,2010,2007,1,0,1,2,0
42981100,3,2010,2009,1,0,1,2,0
42980419,2,2010,2009,1,0,1,1,0
42231273,3,2011,2009,1,0,1,2,1
42231275,3,2011,2009,1,0,1,1,1
42222966,3,2011,2009,1,0,1,1,1
42231274,3,2011,2009,1,0,1,1,1
7700862,3,2010,2001,0,1,2,3,1
42263364,3,2010,2008,1,0,1,2,0
42222093,3,2011,2009,1,0,1,1,1
43853267,1,2011,2009,1,0,1,1,1
42230232,3,2011,2009,1,0,1,1,1
42224503,3,2010,2009,1,0,1,1,0
42224495,3,2010,2009,1,0,1,1,0
40689521,3,2010,2007,1,0,1,2,1
40511198,2,2010,2007,1,1,1,2,1
40283433,3,2010,2007,1,1,2,1,1
41466366,3,2010,2008,1,0,1,2,1
40911967,1,2011,2009,1,0,1,1,0
40377585,3,2010,2007,1,0,1,2,0
42734802,3,2010,2009,1,1,1,1,1
37668336,3,2010,2005,1,0,1,2,0
43759729,1,2011,2009,1,0,1,1,0
43124083,2,2010,2009,1,0,1,1,0
41559457,3,2010,2009,1,0,1,2,0
42286472,3,2010,2009,1,0,1,1,0
43124655,2,2010,2009,1,0,1,1,0
40900786,3,2010,2008,0,0,1,2,0
42811314,3,2010,2009,1,1,2,1,0
43125359,3,2010,2009,1,1,1,2,0
40228866,3,2010,2007,1,0,1,2,0
40679039,3,2010,2007,1,0,1,2,0
40679038,3,2010,2007,1,1,2,2,1
41433796,3,2010,2008,1,0,1,2,1
39560848,2,2010,2007,1,0,1,2,0
41361319,3,2010,2009,1,1,1,1,0
43220439,2,2010,2009,0,1,1,1,0
43221132,3,2010,2009,1,1,1,2,1
41016447,2,2010,2008,1,0,1,1,0
42113917,2,2010,2009,1,0,1,2,0
40913342,3,2010,2008,0,0,1,2,0
43262612,3,2010,2009,1,1,1,1,1
43608613,1,2011,2010,1,0,1,1,0
44307305,1,2011,2010,1,0,1,1,0
40263300,3,2010,2007,1,0,1,2,0
43085385,2,2010,2009,0,0,1,2,0
43305785,2,2010,2009,0,0,1,1,0
42263363,3,2010,2008,1,0,1,2,0
43353624,2,2010,2009,1,0,2,1,0
42551688,3,2010,2009,1,0,1,1,0
42289039,3,2010,2009,1,1,1,2,0
40316337,3,2010,2007,1,0,1,2,0
43305784,2,2010,2009,1,0,1,1,0
43357025,2,2010,2009,1,0,1,1,0
43379853,3,2010,2009,1,1,1,1,1
39204124,3,2010,2008,1,0,1,2,0
41426352,3,2010,2009,0,0,1,2,0
43086942,3,2010,2009,1,0,1,2,0
41406959,1,2012,2009,1,0,1,1,1
42167470,1,2012,2009,1,0,1,2,1
43386853,3,2010,2009,1,0,1,2,0
43411402,2,2011,2009,2,0,1,1,0
43412211,3,2011,2009,1,1,1,2,1
39865724,3,2011,2007,1,1,1,2,1
39768621,3,2011,2008,0,0,1,3,0
40795935,3,2011,2007,1,0,1,2,0
39868708,3,2011,2007,1,1,2,2,1
42222080,2,2011,2009,1,1,2,2,0
40847170,3,2011,2008,1,0,1,2,0
43426895,2,2011,2009,1,1,1,1,0
42542693,3,2011,2009,1,0,1,1,0
43302976,3,2011,2009,1,1,2,2,0
43450105,3,2011,2009,1,1,1,2,1
41412306,3,2011,2008,1,0,1,2,0
43411758,2,2011,2009,0,0,1,1,0
40953006,3,2011,2008,1,0,1,2,0
42613887,3,2011,2009,1,1,1,1,1
44624981,1,2012,2010,1,0,1,2,1
35079222,3,2011,2005,1,0,1,2,1
41721228,3,2011,2008,1,0,1,2,0
43496816,2,2011,2009,1,0,1,1,0
43497461,2,2011,2009,1,0,1,1,0
41412291,3,2011,2008,1,0,1,2,0
43496601,2,2011,2009,2,0,1,1,0
41716934,1,2012,2009,1,0,1,2,1
42309639,3,2011,2009,1,0,1,1,0
41198682,3,2011,2008,1,0,1,2,0
41198808,2,2011,2008,0,0,1,2,0
42970194,3,2011,2009,1,1,1,2,0
41716942,1,2012,2009,1,0,1,2,1
41416439,3,2011,2008,1,1,1,2,0
41199707,2,2011,2008,1,0,1,1,0
40898448,2,2011,2008,0,0,1,1,0
43534956,2,2011,2009,0,0,1,1,0
43534957,2,2011,2009,0,0,1,1,0
40352370,3,2011,2008,0,0,1,2,0
43534248,3,2012,2009,1,0,1,2,1
42990126,3,2011,2009,1,0,1,2,0
40936293,3,2011,2008,1,0,1,2,0
43588695,2,2011,2009,0,0,1,1,0
43588696,2,2011,2009,0,0,1,1,0
40901314,3,2011,2008,0,0,1,2,0
34957948,3,2011,2007,1,1,1,2,1
38935921,3,2011,2006,1,0,1,2,0
40504459,2,2011,2008,1,0,2,2,0
43386192,3,2011,2009,1,1,1,2,0
41091022,3,2011,2008,1,1,1,2,0
43302378,3,2011,2009,0,0,1,1,0
42542714,3,2011,2009,0,0,1,2,0
40591372,3,2011,2007,1,0,1,2,0
43605994,2,2011,2009,1,0,1,1,0
43027651,3,2011,2009,1,1,2,1,1
42830750,3,2011,2009,1,0,1,2,0
42059741,3,2011,2008,1,1,2,2,1
34737118,2,2011,2004,1,1,2,3,0
40298698,3,2011,2008,1,0,1,2,0
40718543,3,2011,2007,1,1,1,2,1
43627775,1,2012,2009,1,0,1,1,1
38517025,3,2011,2006,1,1,2,3,1
41064784,3,2011,2008,0,0,1,2,0
43647916,2,2011,2009,0,1,1,1,0
43597049,3,2011,2009,1,0,1,2,0
42987695,3,2011,2009,1,1,2,1,1
43755971,2,2011,2009,1,0,1,1,0
43755974,2,2011,2009,0,0,1,1,1
43756766,2,2011,2009,1,0,1,1,0
43756772,2,2011,2009,1,0,1,1,0
43530378,3,2011,2009,1,1,2,1,1
43123516,3,2011,2009,1,1,1,2,0
41056401,3,2011,2008,1,0,1,2,0
43779451,3,2011,2010,0,0,1,1,0
42984058,3,2011,2009,0,0,1,1,1
43297394,3,2011,2009,1,0,1,2,0
42040440,3,2011,2009,0,0,1,2,0
33441310,3,2011,2003,0,0,1,3,0
43854229,3,2011,2009,1,1,1,2,1
39313563,3,2011,2006,1,0,1,2,0
42106341,3,2011,2008,1,1,1,2,0
43876520,3,2011,2009,0,0,1,1,0
41412308,3,2011,2008,1,1,1,2,0
43898588,2,2011,2009,0,0,1,1,0
42309913,3,2011,2009,1,0,1,2,0
43385733,3,2011,2009,1,0,1,1,0
43928279,3,2011,2010,1,1,1,1,0
42032723,3,2011,2009,1,0,1,2,0
40801603,3,2011,2007,1,0,1,2,0
43778525,3,2011,2009,1,0,1,2,0
40795199,3,2011,2007,1,0,1,2,0
43991677,1,2012,2009,1,0,1,1,1
40387899,3,2011,2007,1,1,2,2,1
40874086,3,2011,2008,0,0,1,2,0
43503075,2,2011,2009,1,0,1,1,0
40090342,3,2011,2007,1,0,1,2,0
44011948,3,2011,2010,1,1,1,1,1
43356786,2,2011,2009,0,0,1,1,0
37310392,3,2011,2006,1,0,1,2,0
42197712,3,2011,2009,0,0,1,2,0
42138767,3,2011,2009,0,0,1,2,0
43501157,3,2011,2009,1,1,2,1,0
43992121,3,2011,2009,1,1,2,2,1
42128630,3,2011,2008,1,0,1,2,0
44065883,1,2012,2009,1,0,1,1,1
43598138,3,2011,2009,1,1,2,1,0
43736218,3,2011,2009,0,0,1,1,0
44081267,3,2011,2010,1,1,2,1,0
44081269,2,2011,2009,0,0,1,1,0
43708926,3,2011,2009,1,1,1,1,0
43795199,3,2011,2009,1,0,1,2,0
40130335,2,2011,2007,0,0,1,1,0
44082210,3,2011,2010,0,0,1,1,0
43615292,3,2011,2009,1,1,2,1,0
43608629,3,2011,2009,1,1,1,2,1
43902831,3,2011,2009,1,1,1,1,1
44141427,3,2011,2010,1,0,1,2,0
44142068,3,2011,2010,1,1,2,1,1
44142069,2,2011,2010,1,1,2,2,0
44142071,2,2011,2010,0,0,1,2,0
44142073,2,2011,2010,0,0,1,1,0
44142074,2,2011,2010,1,1,2,2,1
44142075,3,2011,2010,1,1,2,1,1
44142076,3,2011,2010,1,1,1,1,1
44142077,3,2011,2010,1,1,1,1,0
41381988,2,2011,2008,1,0,1,1,0
44142081,3,2011,2010,1,1,1,1,0
44142084,3,2011,2010,1,1,1,1,0
44143104,3,2011,2010,1,1,2,2,0
44143113,3,2011,2010,0,0,1,2,0
44143115,3,2011,2010,1,1,1,1,0
44143116,2,2011,2010,1,1,1,2,0
44143117,2,2011,2010,1,1,1,1,0
44143120,2,2011,2010,1,1,1,2,0
42333436,3,2011,2009,0,0,1,2,0
41318448,3,2011,2008,1,0,1,2,0
44143122,2,2011,2010,1,0,1,2,0
44143124,3,2011,2010,0,0,1,1,0
44143128,2,2011,2010,1,1,1,2,0
42355728,3,2011,2009,1,0,1,2,0
44143131,2,2011,2010,1,1,1,2,0
41566520,3,2011,2008,0,0,1,2,0
44143144,3,2011,2010,1,1,1,1,0
44143814,3,2011,2010,0,0,1,1,0
44143815,3,2011,2010,1,1,2,2,0
40715459,3,2011,2008,1,0,1,2,0
43446815,2,2011,2009,1,0,1,1,1
44140840,3,2011,2009,0,0,1,2,0
42244700,3,2011,2009,1,1,1,2,0
41319049,3,2011,2008,0,0,2,2,0
44151371,2,2011,2009,1,1,1,1,0
39760880,3,2011,2007,1,0,1,2,0
43836825,3,2011,2009,0,0,1,1,0
42260319,3,2011,2009,0,0,1,2,0
41668785,3,2011,2008,0,0,1,2,0
39852174,3,2011,2008,0,0,1,2,0
43927675,3,2011,2008,1,0,1,2,0
44187794,2,2011,2009,0,0,1,1,0
44224261,3,2011,2010,1,1,1,2,1
43618115,3,2011,2010,1,0,2,1,0
44257962,2,2011,2010,1,1,2,1,0
42461443,3,2011,2010,1,0,1,2,0
41399289,3,2011,2008,1,0,1,2,0
41136950,3,2011,2008,1,1,1,2,1
40578113,3,2011,2008,1,0,2,2,0
42073949,3,2011,2008,1,0,1,2,0
41009904,3,2011,2008,1,0,1,1,0
41051107,3,2011,2008,0,0,1,2,0
41466370,3,2011,2008,1,0,2,2,0
43603043,3,2011,2009,1,0,1,2,0
42073164,3,2011,2008,1,0,1,1,0
41227060,2,2011,2008,0,0,1,1,0
42935828,3,2011,2009,1,0,1,2,0
44340938,3,2011,2010,1,1,1,2,1
42309940,3,2011,2009,1,0,1,2,0
42316549,3,2011,2009,1,0,1,2,0
44341841,2,2011,2010,0,0,1,1,0
44353095,3,2011,2010,1,1,2,2,0
41664021,3,2011,2008,1,0,1,2,0
42120010,2,2011,2008,0,0,2,1,0
44475866,3,2011,2010,1,1,1,2,1
44475867,2,2011,2010,0,0,1,1,0
44475868,3,2011,2010,1,0,1,2,0
44476629,3,2011,2010,0,0,1,1,0
39708012,3,2011,2007,1,1,1,2,1
40795198,3,2011,2007,1,0,1,2,1
42073700,3,2011,2008,0,0,1,2,0
44505361,3,2011,2010,1,1,1,1,0
44505366,2,2011,2010,0,0,1,1,0
44366927,3,2011,2010,1,1,1,2,0
43797857,3,2011,2009,1,0,1,2,0
44530664,2,2011,2010,0,0,1,1,0
44544081,2,2011,2010,1,0,1,1,0
40607009,3,2011,2008,0,0,1,2,0
44560162,3,2011,2010,0,0,1,1,0
44560164,3,2011,2010,0,0,1,1,0
41669380,3,2011,2008,1,0,1,2,0
44647405,2,2011,2010,1,0,1,1,0
42083879,3,2011,2008,0,0,1,2,0
44708737,2,2011,2010,1,0,1,1,0
42341746,3,2011,2009,1,1,1,2,0
42225458,3,2011,2008,1,0,1,2,0
42234709,3,2011,2009,1,0,1,2,0
39431463,3,2011,2006,1,1,1,2,0
44777598,2,2011,2010,1,0,1,1,0
43355993,3,2011,2009,1,0,1,2,0
42316653,2,2011,2009,1,0,1,2,0
44063760,3,2011,2010,1,0,1,1,0
40790464,3,2011,2008,0,0,1,2,0
44303565,3,2011,2010,1,1,1,2,1
44304866,3,2011,2009,0,0,2,2,0
44117631,3,2011,2010,0,0,2,1,0
44522480,3,2011,2010,0,0,1,1,0
44858388,3,2011,2010,1,1,1,1,1
43010048,2,2011,2010,0,0,1,2,0
42083880,3,2011,2008,0,0,1,2,0
42119742,3,2011,2008,1,0,1,1,0
42396102,3,2011,2009,0,0,1,2,0
39597613,3,2011,2007,0,0,1,2,0
42316511,3,2011,2009,0,0,1,2,0
42633548,3,2011,2009,1,1,1,2,1
40847880,3,2011,2008,0,0,1,2,0
33547553,3,2011,2003,0,0,1,1,0
45022290,2,2011,2010,1,1,1,2,1
45003479,2,2011,2010,1,1,1,2,1
44065541,3,2011,2010,1,0,1,1,0
44366931,3,2011,2010,1,1,1,2,1
43607257,3,2011,2009,1,0,2,2,0
44366930,3,2011,2010,1,0,1,2,0
42338723,3,2011,2009,1,0,2,2,0
38219481,3,2011,2006,1,1,2,2,0
44482612,3,2011,2010,1,1,1,2,1
42269147,3,2011,2008,0,0,1,2,0
44355105,3,2011,2010,1,0,1,2,0
42198572,3,2011,2008,0,0,1,1,0
44798101,3,2011,2010,1,1,1,2,1
42710056,3,2011,2009,0,0,1,2,0
40352563,3,2011,2008,1,0,1,2,0
44520504,3,2011,2010,1,1,1,2,1
44652096,3,2011,2010,1,0,1,1,0
42077869,3,2011,2009,1,0,1,2,0
44366926,3,2012,2010,1,0,1,2,1
42237420,3,2012,2009,0,0,1,2,0
41566767,3,2012,2008,1,0,1,2,0
42562035,2,2012,2009,1,0,1,2,0
41080785,2,2012,2009,0,0,1,1,0
40639967,3,2012,2009,1,0,1,2,0
37481438,3,2012,2005,1,0,1,2,1
42243684,3,2012,2009,0,0,1,2,0
42982246,3,2012,2009,1,0,1,2,1
42220847,3,2012,2008,1,0,1,2,0
42779530,3,2012,2009,1,0,1,2,0
42663870,3,2012,2009,1,0,1,2,0
42781597,3,2012,2009,0,0,1,2,0
42633442,3,2012,2009,0,0,1,1,0
42741564,3,2012,2009,0,0,1,2,0
42647364,3,2012,2009,0,0,1,2,0
43028578,3,2012,2009,1,0,1,2,0
41327653,3,2012,2009,1,0,1,2,0
42562380,3,2012,2009,1,0,1,2,0
42119755,3,2012,2008,0,0,1,2,0
41008932,3,2012,2009,0,0,1,2,0
41134545,3,2012,2009,1,0,1,2,0
43032611,3,2012,2009,1,0,1,2,0
41631967,3,2012,2008,1,0,1,2,0
42238705,3,2012,2009,0,0,1,1,0
41020847,3,2012,2009,0,0,1,2,0
43222813,3,2012,2009,1,0,1,2,0
42993679,3,2012,2009,1,0,1,2,0
43125771,3,2012,2009,0,0,1,2,0
35727139,3,2012,2004,1,0,1,2,1
40792049,3,2012,2009,1,0,1,2,0
41401822,3,2012,2009,1,0,1,2,0
42831082,3,2012,2009,1,0,2,2,0
42260376,2,2012,2009,1,0,1,2,0
40548247,3,2012,2009,1,0,2,2,0
40639923,3,2012,2009,1,0,1,2,0
42932245,3,2012,2009,0,0,1,2,0
40774967,3,2012,2009,1,0,1,2,0
42102376,3,2012,2009,1,0,1,2,0
42320324,3,2012,2009,0,0,1,2,0
44318287,3,2012,2010,1,0,1,2,0
43499617,2,2012,2009,1,0,1,1,0
43448163,3,2012,2009,1,0,1,2,0
41667475,3,2012,2009,1,0,2,2,0
42166017,3,2012,2008,0,0,1,2,0
42670647,2,2012,2009,1,0,1,1,0
43627428,3,2012,2009,1,0,1,1,0
38170014,3,2012,2006,1,0,1,2,1
43410512,3,2012,2009,1,0,1,2,0
43495159,3,2012,2009,1,0,2,2,0
40637575,3,2012,2009,1,0,1,2,0
41664598,3,2012,2009,1,0,1,2,0
42728864,3,2012,2009,0,0,1,2,0
39401353,2,2012,2006,0,0,1,2,0
43448268,3,2012,2009,1,0,1,2,0
43304664,3,2012,2009,1,0,1,2,0
43302908,3,2012,2009,1,0,1,1,0
37571844,3,2012,2006,1,0,1,2,1
44597066,2,2012,2010,1,1,1,2,1
39930325,3,2012,2008,1,0,1,2,0
41600742,3,2012,2009,0,0,1,2,0
41129733,3,2012,2009,1,0,1,2,0
43217718,3,2012,2009,0,0,1,2,0
43217949,3,2012,2009,1,0,1,2,0
43734403,3,2012,2009,1,0,1,2,0
43126566,3,2012,2009,0,0,1,2,0
43382370,3,2012,2009,1,0,1,2,0
43525114,3,2012,2009,1,0,1,2,0
43880324,3,2012,2009,0,0,1,2,0
42614281,3,2012,2009,0,0,1,2,0
43428648,3,2012,2009,1,0,2,2,0
43827370,2,2012,2009,1,0,1,1,0
42562976,3,2012,2009,1,0,1,2,0
43796282,3,2012,2009,0,0,1,1,0
43586700,3,2012,2009,0,0,1,1,0
43992142,3,2012,2009,1,0,1,2,0
43628472,3,2012,2009,0,0,1,2,0
37481288,3,2012,2005,1,0,1,2,0
43843077,3,2012,2009,1,0,1,2,0
43992133,3,2012,2009,1,0,1,1,0
41460120,3,2012,2009,1,0,1,2,0
42941953,3,2012,2009,1,0,1,2,0
43243047,3,2012,2009,1,0,1,2,0
44196243,3,2012,2009,1,0,1,2,0
33435055,3,2012,2003,1,1,1,2,1
44167744,3,2012,2009,0,0,1,2,0
43969832,3,2012,2009,1,0,1,2,0
41572690,3,2012,2009,1,0,1,2,0
42105645,3,2012,2009,1,0,1,2,0
44066979,3,2012,2009,1,0,1,2,0
43758659,3,2013,2009,1,0,1,2,0
