docdb_family_id,ipc_class
41010297,F01D5/18
41010297,F03D7/00
41010423,F03D9/00
41010423,H02J3/00
41010423,H02P9/04
41010469,F03B9/00
41010469,F03D11/00
41010469,F03D9/00
41010471,F03D11/00
41010471,G01L3/16
41010471,G01P13/00
41011945,F03D11/00
41011945,F03D7/02
41011978,F03D7/00
41012222,F03D7/00
41012222,F03D9/00
41012222,H02P9/04
41016447,F03D11/02
41016447,F03D7/00
41020847,G05F5/00
41020847,H02P9/04
41051107,H02P9/04
41056401,H02P9/04
41057625,G01P5/26
41057625,G01S17/58
41057625,G01S17/87
41057625,G01S17/88
41057625,G01S17/95
41057625,G01S7/481
41058836,F03D7/02
41058836,F03D9/00
41058836,F03D9/02
41064509,B63H3/00
41064642,F03D11/00
41064784,H02P9/04
41066590,F03D11/00
41066590,F03D7/00
41066610,B63H3/00
41066610,F03D7/02
41066666,F03B3/12
41066666,F03D11/00
41066666,F03D7/00
41066699,F03D7/00
41066699,F03D9/00
41066699,H02P9/04
41066707,G01R21/00
41066707,G06Q10/00
41080785,F03D7/00
41090371,G06F11/00
41090371,G06F15/00
41090374,G01L7/00
41091022,H02P9/04
41091022,H02P9/48
41094440,F03D9/00
41094440,H02P9/04
41112648,F03D9/00
41128279,F03D7/02
41129212,F03D7/00
41129733,F03D7/02
41129733,G05D7/06
41134545,G06G7/57
41136950,F03D7/04
41136950,H02P9/00
41136950,H02P9/04
41152939,H02M7/538
41152939,H02P9/04
41161329,B63H3/00
41161329,B64C11/00
41161329,B64C27/00
41161329,F03B7/00
41161329,F03D7/02
41161365,F03D7/02
41162692,F03D11/00
41162692,G01F25/00
41162714,F03D7/00
41162714,H02P9/04
41198682,H02P9/04
41198808,H02P9/04
41199707,B64C27/615
41199707,F03D3/00
41199707,F03D3/02
41199707,F03D3/04
41199707,F03D9/00
41203501,F03D7/02
41203501,F03D7/04
41203656,F03D9/00
41203656,H02J7/34
41203656,H02P9/04
41227060,F16D65/28
41254219,F03D11/00
41254219,G01M9/00
41254219,G01P15/02
41255193,F03D11/00
41255193,F03D7/00
41255193,F03D9/00
41258356,F01D5/08
41258356,F03D1/06
41258356,F03D11/00
41258359,F03D9/02
41258359,H02P9/00
41258359,H02P9/48
41259787,F03D7/02
41259787,G01H1/00
41259787,G01M13/02
41259854,B23P6/00
41259854,B66F9/02
41259894,F03D11/00
41259894,F03D9/00
41278891,F03D9/00
41279553,G01L3/02
41314521,F03D9/00
41314521,H02P3/22
41314521,H02P9/00
41314521,H02P9/48
41318448,B63H3/00
41319049,F03D11/00
41319049,G01P15/00
41319049,G01P3/00
41319049,G06F15/00
41327653,B63B21/00
41327653,B63B35/44
41327653,F03D11/04
41345997,F03D7/04
41345997,F03D9/00
41353951,F03D1/00
41353951,F03D7/02
41361319,B63H3/00
41361319,F03D7/00
41378886,F03D9/00
41381988,H02P9/04
41396141,F03D1/00
41396141,F03D7/02
41399289,H02P9/04
41401822,F03D7/02
41406959,F03D7/00
41406959,F03D9/00
41412291,F04D29/00
41412306,F03D11/04
41412306,F03D9/00
41412308,F03D11/04
41412308,F03D9/00
41416405,F03D9/00
41416405,H02P9/04
41416439,F03D11/00
41416439,F03D9/00
41426352,F03D7/00
41427901,F03D9/00
41427901,H02P9/04
41429463,H02P9/42
41433796,H02P9/04
41460120,G01P3/36
41466366,G06F1/26
41466366,H02P9/04
41466370,F03D7/00
41466370,G01W1/00
41466370,G01W1/02
41466370,G05D17/00
41467148,F03D7/00
41467148,F03D9/00
41467148,H02P9/02
41478713,F03D7/00
41505005,H02M7/5387
41508080,F03D11/00
41508955,H02P9/04
41509748,F03D11/00
41509748,F03D7/00
41509748,F03D7/04
41511245,F03D7/00
41511245,F03D9/00
41511245,H02K7/102
41513061,F03D11/00
41513061,F03D7/04
41529649,B63H1/38
41529649,B64B1/00
41529649,B64C31/06
41529649,B65H75/00
41529649,F01D15/00
41529649,F01D15/12
41529649,F01D25/28
41529649,F03B13/00
41529649,F03B15/06
41529649,F03B17/06
41529649,F03B7/00
41529649,F03D11/04
41529649,F03D7/00
41529649,F03D9/00
41529649,F04D29/60
41529649,F16H35/00
41529649,H02P9/04
41559457,F03D7/00
41559702,F03D7/00
41559702,H02J3/38
41559702,H02P9/00
41566520,F04D29/36
41566767,G06F1/26
41567276,F03D7/02
41567276,H02P3/22
41572383,F03D11/00
41572383,F03D7/04
41572593,F03D7/00
41572690,F04D29/36
41600742,H02P9/04
41608546,F04D29/38
41610985,F03D7/00
41610985,F03D9/00
41631244,G08B13/14
41631244,G08B21/00
41631967,B63H9/00
41631967,F03D5/00
41652203,F03D7/00
41652203,F03D9/00
41652204,B64C31/06
41652204,F03D7/00
41652204,F03D9/00
41653113,F03D7/06
41664021,F03D11/00
41664021,F16F7/10
41664598,F03D1/00
41664598,F03D11/00
41667189,F03D7/00
41667475,E04B1/98
41667475,F03D11/04
41667475,F03D7/02
41667475,F16F15/02
41668274,F01D5/14
41668274,F03D7/00
41668280,F01D7/00
41668280,F03D7/02
41668785,H02P9/04
41669380,H02P9/04
41680515,F16D55/2255
41682710,F03D7/00
41682710,F03D9/00
41682710,H02J3/38
41692918,F03D7/02
41692918,F15B20/00
41693018,F03D7/00
41693018,F15B13/04
41693018,F15B21/04
41707341,F03D11/04
41707341,F03D7/02
41707598,F03B13/14
41707598,F03B3/14
41707598,F03D11/04
41707598,F03D7/02
41707599,F03D9/00
41716934,F03D7/02
41716942,F03D7/04
41717370,F03D7/02
41718846,H02P9/04
41721228,H02P9/04
41722748,F03D11/00
41797542,F03D11/04
41797542,F03D7/02
41799468,B63H3/00
41799468,B64C11/00
41799468,B64C27/00
41799468,F03D7/00
41800810,F03D7/02
41818344,H02J3/38
41818344,H02J3/46
41818344,H02P9/00
41819496,F03D9/00
41819496,G05D17/02
41819496,G06F19/00
41819496,H02P9/00
41819496,H02P9/04
42026320,F03D7/02
42026320,F03D7/04
42028093,F03D7/02
42028093,F03D7/04
42032723,F03D7/02
42032723,F03D7/04
42034524,F03D7/00
42034524,F03D7/04
42034524,G06F19/00
42034524,H02P9/04
42034544,F03D11/00
42039710,F03D7/02
42039710,F03D7/04
42040440,H02P9/04
42056602,G05D11/00
42056602,G05D5/00
42056602,G05D9/00
42056602,G06F19/00
42056602,H02P9/04
42059741,F03D9/00
42059741,G01L1/00
42059741,G06F19/00
42059741,H02P9/04
42060164,F03D11/00
42060164,F03D7/02
42060164,F03D7/04
42072828,F03D7/00
42072828,F03D9/00
42072828,H02P9/04
42072911,B23P11/00
42072911,F16H48/06
42073164,F03D11/00
42073700,H02P9/04
42073949,F03D7/04
42077869,F03D7/00
42083878,F03D11/00
42083878,F03D11/02
42083878,F03D9/00
42083879,F03D11/02
42083880,F03D11/02
42084581,G05D17/02
42084581,H02P9/04
42087881,F03D7/00
42087881,F03D7/02
42101840,F03D1/06
42101840,F03D7/02
42102376,G06F1/28
42103018,B63H3/00
42103018,F03D11/00
42103018,F03D7/00
42105645,F03D11/02
42106341,F03D9/00
42106341,H02P9/00
42106341,H02P9/04
42113917,F03D1/04
42113917,F03D9/00
42119742,G06F15/00
42119742,H02P9/04
42119755,F04D29/36
42120010,B23P21/00
42120010,F01D25/00
42120010,F01D25/16
42120010,F03D11/04
42124481,G01R21/00
42124481,G06F19/00
42124667,G01L1/12
42124667,G01L3/10
42128630,H02P9/04
42130469,B63H7/00
42130469,F03B15/06
42130469,F03D9/00
42138767,F03D7/04
42138767,F16D55/228
42138767,F16D65/18
42145313,F03D11/00
42145313,F03D7/02
42165358,F03D11/02
42165358,F03D7/00
42165358,F03D7/02
42165358,F03D9/00
42166017,H02J3/00
42166017,H02M5/02
42167470,F03D7/02
42173280,C23C14/06
42173280,F03D7/02
42173280,F16H55/06
42174574,F03D7/00
42174574,F03D9/00
42174587,F03D9/00
42174587,G01L1/00
42174587,G05D3/12
42174587,G06F1/26
42184110,H02P9/04
42184116,H02P29/02
42184116,H02P9/04
42194246,F03D3/00
42194246,F03D7/04
42195532,B23P11/00
42195532,F03D11/00
42195532,F03D9/00
42195532,H02K5/04
42195532,H02P9/04
42196452,F03D3/06
42196452,F03D9/00
42196455,F03D7/00
42197712,F03D7/00
42198572,F03D7/04
42220847,H02P9/04
42222078,F03D11/00
42222078,F03D7/02
42222080,B63H3/00
42222080,F03D9/00
42222080,H02P9/04
42222081,F03D7/02
42222081,F03D7/04
42222082,F03D11/00
42222082,F03D7/04
42222084,F03D11/00
42222084,F03D7/02
42222084,F03D9/02
42222085,F03D7/04
42222086,F03D7/02
42222088,F03D7/04
42222088,G01B5/24
42222088,G01B7/30
42222089,F03D7/02
42222089,F03D9/00
42222089,H02K17/42
42222089,H02K5/22
42222089,H02K7/18
42222090,F03D7/02
42222090,F03D7/04
42222091,F03D7/02
42222092,F03D7/02
42222093,H02P9/10
42222101,F03D7/04
42222101,F03D9/00
42222101,H02P9/04
42222958,F03D7/02
42222958,F03D7/04
42222959,F03D11/00
42222959,F03D7/04
42222960,F03D7/02
42222962,H02P7/298
42222966,F03D11/00
42222966,F03D7/04
42222969,F03D7/02
42222970,F03D7/04
42222973,F03D1/06
42222973,F03D7/02
42222974,F03D7/02
42223547,F03D7/04
42223598,F03D7/04
42223598,F03D9/00
42223602,G05D17/00
42223602,G06F15/00
42223610,G06G7/48
42223651,F03D7/04
42223651,G06Q10/00
42224495,H02P9/04
42224503,F03D7/00
42224503,F03D9/00
42224566,F03D11/00
42224597,B64C27/615
42224597,B64C9/00
42224597,F01D25/00
42225458,F03D1/00
42225458,F03D11/00
42226163,F03D7/04
42230231,F03D7/04
42230232,F03D7/02
42230233,F03D7/00
42230233,F03D9/00
42231268,F03D7/02
42231270,F03D7/04
42231271,F03D7/02
42231271,F03D7/04
42231272,F03D7/02
42231273,F03D7/04
42231274,F03D1/06
42231274,F03D11/00
42231274,F03D7/04
42231275,F03D1/06
42231278,F03D1/06
42231278,F03D5/00
42231278,F03D7/02
42231279,F03D11/00
42231279,F03D7/02
42234709,F03D7/02
42237420,F03D7/00
42238705,H02P9/00
42243684,F03D11/02
42244507,B63H3/10
42244507,F03B15/06
42244700,F03D11/00
42244700,F03D7/00
42244700,F03D7/02
42244700,G01L3/10
42260319,G06F1/28
42260376,F01D5/00
42260376,F03D9/00
42263363,F03D11/04
42263364,B64C11/06
42263364,F03D11/00
42263364,F03D9/00
42266386,F01D7/00
42266386,F03D11/00
42266386,F03D7/00
42266386,F03D7/04
42269147,F03D7/02
42282582,F03D7/02
42282582,F03D7/04
42286472,B63H1/28
42286472,B64C11/06
42286657,F03D1/06
42286657,F03D11/00
42289039,F03D7/04
42289039,F03D7/06
42289680,F03D11/00
42289680,F03D11/02
42289680,F03D7/02
42309639,H02P9/04
42309913,H02P9/04
42309940,H02P9/04
42313308,F03D1/06
42313308,F03D7/02
42315657,G05F1/70
42316511,G06F1/28
42316549,H02P9/04
42316653,F03D7/00
42320324,H02P9/10
42333353,F03D7/02
42333436,F03D7/02
42333436,F16D55/226
42333436,F16D65/12
42335014,F03D9/00
42335014,H02J3/18
42336320,F03B13/12
42336320,F03B13/22
42336320,F03D11/00
42336320,F03D11/02
42338723,F01D15/12
42338723,F03D11/00
42338723,F16D55/02
42338723,F16H57/08
42338730,F03B3/12
42341746,F03D7/00
42341746,F03D7/04
42355728,F03D7/04
42356263,F03D7/02
42396102,H02P9/04
42461443,F03D11/00
42542693,F03D9/00
42542714,F03D11/00
42542714,F03D7/00
42542992,F03D7/02
42542992,G01L3/14
42551688,G06F19/00
42551688,H02P9/04
42553318,F01D25/04
42553318,F01D7/00
42555744,F03D1/06
42560068,F03D7/04
42560068,F03D9/00
42560068,H02P9/04
42560069,F03D7/04
42562035,F03D11/00
42562035,F03D3/02
42562035,F03D7/06
42562380,B65G47/90
42562380,F03D1/04
42562384,B23P6/00
42562384,B63H1/28
42562976,H02P9/02
42613887,B60T13/138
42613887,B60T13/14
42613887,B60T13/16
42613887,B60T13/18
42613887,B60T13/22
42613887,F03D11/00
42614281,F03D9/00
42633442,H02P9/04
42633548,H02P9/04
42634124,F03D1/06
42634124,F03D11/00
42634124,F03D7/02
42647364,F03D9/02
42663870,G05B9/02
42663923,F03D9/00
42663923,H02J3/04
42663923,H02P9/10
42665802,F03D9/00
42668460,F03D7/02
42668460,F03D7/04
42668930,F03D7/04
42668930,F03D9/00
42670315,F03D7/02
42670315,H02K3/28
42670315,H02K7/18
42670647,H04B10/12
42674929,F03D7/02
42678403,F03B3/14
42710056,F03D7/02
42728864,B21K3/04
42730072,F03D9/00
42732855,F03D9/00
42732855,G05D17/02
42732855,H02J3/38
42732855,H02P9/04
42734802,F03D7/00
42741564,F03D9/02
42779530,H02P9/04
42781597,F03D9/00
42781597,G05D9/04
42783193,H02P9/04
42811314,F03D9/00
42811314,G05B13/02
42811314,G05D3/12
42811314,G05D5/00
42811314,G05D9/00
42811314,G06F19/00
42811314,H02P9/04
42826314,F03D7/04
42829506,F03D7/02
42830750,H02P9/04
42831082,F03D7/04
42831082,H01F38/14
42831082,H02P9/04
42931934,F03D11/00
42931934,F03D7/00
42931934,G01L1/22
42932245,H02P9/04
42934525,F03D1/06
42935828,F03D7/04
42935828,H02P9/04
42937421,F03D11/00
42937421,F03D7/04
42937421,G01L5/00
42941953,F03D11/04
42970194,G01R31/34
42970194,H01F27/00
42970194,H01F27/04
42979413,F03D7/02
42979413,F16D55/228
42979413,F16D55/32
42979413,F16D65/14
42980418,F03B9/00
42980418,F03D1/02
42980418,F03D11/00
42980418,F03D9/00
42980419,F03D9/00
42981099,B63H1/06
42981099,F01D5/14
42981100,F03D1/06
42982246,F03D7/04
42982246,H02P9/04
42984058,F03D7/04
42987695,B63H3/06
42987695,B63H3/10
42987695,F03D7/00
42987695,G05B15/00
42990126,H02P9/04
42992829,G06F1/26
42993679,F03D7/00
42993679,G01R31/12
42993679,G01R31/36
43003465,F03D7/02
43003465,F15B11/00
43010048,F03D11/00
43010048,F03D7/06
43010048,F03D9/00
43027651,B63H3/00
43027651,B64C11/00
43027651,B64C27/00
43027651,F03B7/00
43027651,F03D9/00
43027651,H02P9/04
43028578,H02P9/04
43032611,H02P9/04
43033465,F03D7/02
43085385,H02P9/04
43086942,G06F1/26
43088071,F03D11/00
43088071,F03D7/02
43123516,G05D5/00
43123516,H02P9/04
43124083,F03D7/04
43124655,F04D29/36
43125359,G06F1/04
43125359,G06F1/12
43125359,G06F15/16
43125359,G06F15/177
43125771,G06F19/00
43126566,B23P23/04
43126566,B23P6/00
43217718,H02P9/04
43217949,H02P9/04
43220439,F03D7/04
43220439,F03D9/00
43221132,G06F1/12
43221132,G06F1/26
43221132,G06F15/16
43222813,H02P9/04
43243047,H02P9/04
43262612,G06F1/26
43262612,G06F1/28
43262612,H02P9/04
43297394,G06F1/26
43298229,F03D7/04
43302378,F03D7/04
43302908,G06F17/18
43302976,F03D7/02
43302976,F04B49/035
43302976,F04B49/20
43302976,F16D31/02
43302976,F16K31/02
43304664,H02P9/04
43305784,F03D7/04
43305785,H02P9/04
43353624,F03D9/00
43353624,H01L31/042
43353624,H02P9/00
43355993,F03D9/00
43356786,B64C31/06
43356786,F03D7/00
43356786,F03D9/00
43357025,F03D7/00
43357025,H02P9/04
43379853,F03D7/00
43379853,F03D9/00
43379853,H02P11/00
43379853,H02P9/04
43382370,F03D1/06
43382370,F03D11/00
43382370,F03D7/02
43382750,F03D11/00
43382750,F03D7/02
43385733,F03D11/00
43385733,F03D7/04
43386192,F03D7/04
43386192,H02P9/04
43386853,F03D1/00
43410512,F03D11/02
43411402,F03D7/06
43411505,F03D1/06
43411505,F03D7/02
43411758,F01D5/22
43411758,F01D5/24
43411758,F01D7/00
43411758,F03D9/00
43412211,G05D17/00
43412211,H02P9/04
43416524,F03D11/00
43416524,F03D7/02
43426895,F03D11/04
43426895,F03D9/00
43428648,F03D9/00
43428648,G01J4/00
43428648,G01N21/55
43446815,H02P9/04
43448163,H02P9/04
43448268,H02P9/04
43450105,F03D9/00
43450105,H02P9/00
43495159,F03D9/00
43495159,H02K7/116
43495159,H02P9/04
43495843,F03D7/02
43495843,F16D65/18
43496601,F03D9/00
43496816,G08B21/00
43497461,F03D11/00
43497461,G06F19/00
43499617,F16H3/00
43499617,F16H3/44
43501157,B32B7/08
43501157,F03B3/12
43501157,F03D1/06
43501157,F04D29/38
43503075,F01D5/30
43525114,H02P9/04
43530378,F03D9/00
43530378,H02H7/06
43530378,H02P11/00
43530378,H02P9/00
43530378,H02P9/04
43534248,F03D7/04
43534248,F03D9/00
43534248,H02P9/00
43534956,F03D1/00
43534956,F03D11/00
43534957,F03D7/06
43535857,F03D1/00
43535857,F03D11/00
43586700,H02J3/28
43588695,F03D7/00
43588696,F03D1/02
43588696,F03D3/02
43588696,F03D7/00
43597049,E04H12/18
43598138,F03D9/00
43598138,G01S1/00
43598138,H02P9/04
43603043,F03D11/00
43605994,G06F1/26
43607257,F03D11/00
43607257,G06F1/30
43607257,G06G7/57
43607257,G06G7/63
43607257,G06G7/64
43608613,F03D11/00
43608613,F03D7/02
43608629,G06F1/28
43608629,G06F19/00
43608629,H02P9/04
43608895,H02K7/20
43608895,H02P9/48
43615292,B23P15/04
43615292,B64C9/00
43615292,F03D1/06
43615292,F03D7/00
43618115,B23P15/04
43618115,F03D11/00
43618115,F03D7/04
43618115,H02P9/04
43627428,G06F17/18
43627775,F03D11/00
43627775,F03D7/04
43628470,F03D7/02
43628472,F03D1/06
43628472,G01R31/28
43647916,B23P11/00
43647916,F03D11/04
43647916,F03D7/02
43708926,F03D7/04
43734403,F03D1/06
43734403,F03D7/04
43734564,F03D11/02
43736218,H02P9/04
43755971,H02P9/04
43755974,F03D9/02
43756766,F03D3/04
43756766,F03D7/06
43756772,F03D1/00
43758659,H02P9/04
43759729,F03D7/02
43759729,H02J3/38
43778525,F03B3/12
43779451,E02D5/74
43779451,F03D7/04
43779451,F03D9/00
43795199,F03D7/04
43796282,F03D7/04
43797857,F03D7/00
43797857,F03D9/00
43827370,F03D11/00
43836825,G06F19/00
43836825,H02P9/04
43843077,H02P9/04
43853267,F03D7/02
43854229,F03D9/00
43854229,H02P9/04
43857205,F03D7/04
43876520,F03D11/00
43876520,F03D7/00
43876520,G01L1/22
43880324,H02P9/04
43898588,F03D7/00
43902831,G01W1/00
43902831,G01W1/02
43902831,G06F19/00
43927675,F03D7/00
43928279,F03D9/00
43928279,H02P9/04
43969832,H02K15/00
43969832,H02K7/08
43969832,H02P9/04
43991677,F03D1/00
43991677,F03D11/00
43991677,F16C21/00
43991677,F16C29/02
43991677,F16C29/06
43992121,G01B3/44
43992121,G01L25/00
43992121,G06F11/00
43992121,G06F17/18
43992121,G06F19/00
43992133,F03D7/04
43992142,F03D11/00
44011948,G01W1/00
44011948,G01W1/16
44011948,G06F17/40
44011948,G06F19/00
44063760,F03D11/00
44065541,F01D5/18
44065883,F03D7/02
44065883,F15B1/00
44066979,F03D1/06
44066979,F04B35/04
44081267,G01H1/00
44081267,G06F19/00
44081267,H02P9/04
44081269,F03D7/00
44082210,F01D25/00
44117631,B23P6/00
44117631,F03B15/06
44117631,F03D11/00
44117631,F16D65/02
44140840,F04D29/00
44141427,F16H55/18
44142068,B63H1/00
44142068,B64C11/00
44142068,F01D5/00
44142068,F03D9/00
44142068,H02P9/04
44142069,F01D15/10
44142069,F01D7/00
44142069,F03D9/00
44142069,H02P9/04
44142071,H02P9/04
44142073,H02P9/04
44142074,F03D9/00
44142074,G05D11/00
44142074,G05D17/00
44142074,G05D3/12
44142074,G05D5/00
44142074,G05D9/00
44142074,H02P9/04
44142075,F03D5/04
44142075,F03D7/00
44142075,H01F38/14
44142075,H02K33/00
44142075,H05G1/10
44142076,F03D7/04
44142076,F03D9/00
44142076,H02P9/04
44142077,F03D9/00
44142077,H02P9/04
44142081,F03D11/00
44142081,F03D9/00
44142084,F03D7/04
44142084,F03D9/00
44143104,F01D7/00
44143104,F03D7/02
44143104,F03D7/04
44143104,G01N3/56
44143113,B23P6/00
44143113,F04D29/04
44143115,F03D7/04
44143115,H02P9/48
44143116,F03D11/00
44143116,F03D7/04
44143117,F03D11/00
44143117,F03D7/04
44143120,F03D11/02
44143120,F03D7/00
44143120,F03D7/04
44143122,F03D7/04
44143124,F04D27/00
44143124,F04D29/18
44143128,F01D5/14
44143128,F03D11/00
44143128,F03D7/04
44143131,F03D11/00
44143144,B64C27/467
44143144,F01D5/18
44143814,G06F1/26
44143815,B63H1/00
44143815,B63H3/00
44143815,B64C11/00
44143815,B64C27/00
44143815,F01D25/00
44143815,F01D5/00
44143815,F01D5/18
44143815,F03D9/00
44143815,G01B7/14
44143815,G05B9/02
44143815,G05D3/12
44143815,G05D5/00
44143815,H02P9/04
44151371,F03D7/02
44151371,F03D9/00
44167744,F03D7/04
44187794,F04D27/00
44187794,H04W4/00
44196243,F03D1/06
44196243,F03D11/00
44196243,F03D7/02
44224261,F03D9/00
44224261,H02P9/00
44224261,H02P9/04
44257962,B60T13/74
44257962,B64C11/00
44257962,B64C27/00
44257962,F03D9/00
44257962,F16D65/12
44257962,H02P9/04
44303565,H02P9/04
44304866,B60K16/00
44304866,B63H9/04
44304866,B64C31/06
44304866,B64F1/00
44304866,B65H54/80
44304866,F03D9/00
44307305,F03D7/04
44318287,H02P9/04
44340938,H02P9/04
44340938,H02P9/48
44341841,F03D9/00
44353095,F01D7/00
44353095,F03D7/02
44353095,F03D9/00
44353095,H02P9/04
44355105,F03D7/04
44366926,B21D53/78
44366926,F03D11/00
44366926,F03D7/00
44366927,F03D7/04
44366927,F03D9/00
44366930,H02P9/08
44366931,F03D11/00
44366931,F03D7/04
44475866,F03D9/00
44475866,H02P9/04
44475867,F03D7/00
44475867,F03D9/00
44475868,F16C33/66
44475868,H02P9/04
44476629,B64C11/06
44476629,F04B49/00
44482612,F03D11/00
44482612,H02P9/04
44505361,F03D11/00
44505361,F03D7/00
44505361,F03D7/04
44505366,F03D11/00
44505366,F03D7/04
44520504,F03D9/00
44520504,H02P9/04
44522480,F03D7/04
44522480,H02P9/04
44530664,F03D7/06
44530664,F03D9/00
44544081,F03D11/00
44544081,F03D7/00
44544081,F03D7/02
44560162,F04D29/00
44560162,F04D29/66
44560164,F03D7/00
44597066,F02D7/00
44597066,F03D1/00
44597066,F03D11/02
44597066,F03D7/04
44597066,F03D9/00
44624835,F03D11/00
44624835,F03D7/04
44624981,F03D9/00
44647405,F01D7/02
44647405,F03D7/04
44652096,F04D29/00
44652096,G01W1/02
44708737,H02P9/04
44777598,H02P9/04
44798101,F03D9/00
44798101,H02P9/10
44858388,F01D7/00
44858388,F03D7/02
45003479,F03D11/00
45003479,F03D7/00
45003479,F03D7/04
45022290,F03D11/00
45022290,F03D7/00
46301215,F03D1/00
46301215,F03D7/00
46302938,F03D7/00
46302938,F03D9/02
46328717,C02F1/46
46328717,H02P9/00
46328751,B60K16/00
46328751,F03B17/02
46329040,F03D7/00
46329040,F03D7/02
